Population,Variation,Production,Dispo intérieure poulet,Exportations poulet,Importations poulet,Consommation poulet,Stabilité politique,Pib (%),TDI,TAS
24437470,11.827255440108992,28622000000.0,65000000.0,-8000000.0,7000000.0,62000000.0,-1.05,7.0,1.2948194662480377,4.95541601255887
4182857,-2.7020048737023457,7723000000.0,45000000.0,25000000.0,24000000.0,45000000.0,0.64,7.0,1.089093088294047,1.7027566919696364
11339254,0.7244744671915935,30667000000.0,342000000.0,-84000000.0,312000000.0,269000000.0,0.37,5.0,3.734311328443358,7.803585982070089
5732274,2.117327259652977,26176000000.0,167000000.0,27000000.0,133000000.0,166000000.0,0.96,6.0,0.5709744078842791,0.4383245906851057
944099,8.045978228978115,83000000.0,3000000.0,0.0,3000000.0,3000000.0,-0.1,5.0,7.837696335078534,2.1099476439790577
71458,0.6899157547090529,125000000.0,4000000.0,-150000000.0,4000000.0,3000000.0,1.12,-9.0,13.0,34.5
96442591,10.389961422749414,100210000000.0,1250000000.0,-95000000.0,110000000.0,1250000000.0,-1.64,-27.0,5.31908302354399,14.88930194134655
6388126,2.3512842420453266,10759000000.0,131000000.0,-30000000.0,16000000.0,131000000.0,-0.03,3.0,2.2307060755336616,3.0385878489326763
9487203,3.642875566170556,1793000000.0,412000000.0,-104000000.0,433000000.0,412000000.0,0.89,7.0,3.0496540496540496,1.2124542124542124
16785361,7.811926118240771,30843000000.0,341000000.0,-85000000.0,0.0,324000000.0,-0.18,4.0,0.2398561312802068,1.0638417444082275
46647428,-0.8910073241337074,91057000000.0,1497000000.0,129000000.0,205000000.0,1418000000.0,0.01,6.0,1.21743076292523,1.2805492124831666
1319390,-0.2856623136449424,2911000000.0,29000000.0,-72000000.0,21000000.0,28000000.0,0.75,11.0,0.5029333333333333,0.7258666666666667
1124805,4.046656976098084,7195000000.0,7000000.0,-21000000.0,2000000.0,7000000.0,-0.43,15.0,0.5688775510204082,0.7602040816326531
325084756,3.3963053622852692,974034000000.0,18266000000.0,3632000000.0,123000000.0,18100000000.0,0.64,4.0,0.4076988392400544,1.5536429336446704
106399924,12.850515757887193,52164000000.0,14000000.0,1000000.0,1000000.0,14000000.0,-1.41,6.0,2.356632247815727,30.581413820492454
145530082,1.0555824465212644,334095000000.0,4556000000.0,9000000.0,226000000.0,4509000000.0,-0.74,23.0,0.42383637681415615,2.2822040340115612
877459,1.4120317872402,2312000000.0,26000000.0,-96000000.0,3000000.0,25000000.0,-0.05,8.0,1.4883720930232558,2.4651162790697674
5511371,1.7527580705417882,8703000000.0,111000000.0,-12000000.0,16000000.0,103000000.0,1.39,6.0,1.5548086866597726,3.129265770423992
64842509,1.9713734396058002,201763000000.0,1573000000.0,774000000.0,506000000.0,1485000000.0,0.45,5.0,0.5824444891661635,1.0260951230965318
2064822,15.262373578752264,1688000000.0,78000000.0,-95000000.0,76000000.0,61000000.0,0.33,6.0,73.42857142857143,201.71428571428572
2213889,13.951738321117283,614000000.0,8000000.0,8000000.0,16000000.0,8000000.0,-0.05,2.0,27.681818181818183,35.27272727272727
4008716,-1.381739190304335,1964000000.0,61000000.0,-33000000.0,51000000.0,61000000.0,-0.44,7.0,3.6444444444444444,5.997530864197531
29121465,10.730967689984002,44045000000.0,211000000.0,-16000000.0,151000000.0,211000000.0,0.06,7.0,2.9862385321100917,16.235910878112712
10569450,-2.0027059118497106,18303000000.0,178000000.0,212000000.0,79000000.0,162000000.0,-0.17,3.0,1.629260182876143,2.0814630091438073
110874,3.0917978967115802,49000000.0,8000000.0,-192000000.0,7000000.0,5000000.0,0.43,6.0,4.7,5.4
16914970,9.720377866469763,52433000000.0,357000000.0,-64000000.0,129000000.0,348000000.0,-0.67,8.0,0.42627275125296754,1.024927459773147
12067519,11.729735001867404,9993000000.0,50000000.0,-14000000.0,37000000.0,49000000.0,-1.23,20.0,9.380116959064328,39.824561403508774
1828145,12.207237390907173,982000000.0,4000000.0,-1000000.0,4000000.0,4000000.0,-0.9,14.0,2.2711864406779663,6.008474576271187
775222,2.557073973648836,3282000000.0,32000000.0,-167000000.0,0.0,30000000.0,-0.46,5.0,0.6044776119402985,1.7313432835820894
10982366,6.660094919437211,6150000000.0,98000000.0,-31000000.0,89000000.0,98000000.0,-0.63,12.0,175.2,490.7
9429013,8.36059935435448,14050000000.0,205000000.0,-94000000.0,12000000.0,205000000.0,-0.44,6.0,0.6849466323150534,1.6356275303643724
9729823,-1.3827075785448497,27417000000.0,266000000.0,255000000.0,58000000.0,246000000.0,0.8,11.0,0.2799640983153825,0.5149130074565037
636039,12.574071715728124,1059000000.0,3000000.0,-12000000.0,6000000.0,3000000.0,0.3,7.0,0.7560975609756098,2.5548780487804876
1338676785,5.445417356662381,1223513000000.0,3661000000.0,-242000000.0,0.0,2965000000.0,-1.23,14.0,0.967519853739359,20.305576186939383
264650963,6.120983206095487,451871000000.0,2323000000.0,-67000000.0,1000000.0,1904000000.0,-0.52,8.0,0.6543194406155234,3.7612591163128744
80673883,6.363899702212182,93350000000.0,2220000000.0,-222000000.0,6000000.0,2220000000.0,-1.25,8.0,2.476832350463353,8.502948609941027
37552781,15.079495710317708,6733000000.0,566000000.0,-52000000.0,470000000.0,561000000.0,-2.01,14.0,73.06622516556291,94.16556291390728
4753279,3.05222983965385,13790000000.0,128000000.0,-31000000.0,99000000.0,123000000.0,0.9,13.0,0.8087984661269706,0.49669791222837667
334393,2.6139901253913767,1710000000.0,10000000.0,-101000000.0,2000000.0,10000000.0,1.29,18.0,0.20484429065743945,0.2235294117647059
8243848,7.628670494652494,6978000000.0,636000000.0,-251000000.0,0.0,556000000.0,-1.1,10.0,5.2,5.6996078431372545
60673701,1.3090185482504244,79192000000.0,1173000000.0,230000000.0,97000000.0,1146000000.0,0.5,4.0,1.5357433883991407,2.1170086673086894
2920848,2.694970775610367,2935000000.0,152000000.0,-164000000.0,31000000.0,149000000.0,0.18,5.0,6.8478260869565215,10.777173913043478
127502725,-0.7222167212504599,61392000000.0,2415000000.0,1661000000.0,1069000000.0,2359000000.0,1.02,-1.0,29.66785079928952,43.710479573712256
9785843,17.329942857247968,3215000000.0,275000000.0,-109000000.0,64000000.0,275000000.0,-0.61,3.0,5.091928251121076,5.381165919282512
18080019,7.347857322495063,42042000000.0,331000000.0,-39000000.0,174000000.0,330000000.0,-0.4,21.0,0.3580211056249395,1.6459483009003775
50221142,11.703586907681238,26467000000.0,35000000.0,-2000000.0,0.0,34000000.0,-1.17,14.0,5.325054784514244,16.866325785244705
6189733,9.179022746215388,7958000000.0,32000000.0,-12000000.0,25000000.0,19000000.0,-0.91,13.0,3.408759124087591,18.383211678832115
114158,6.822123723260741,367000000.0,2000000.0,-63000000.0,1000000.0,2000000.0,1.28,3.0,0.29591836734693877,0.7142857142857143
4056099,17.43660596055471,816000000.0,189000000.0,-152000000.0,137000000.0,188000000.0,0.17,10.0,6.206597222222222,4.840277777777778
2091534,3.659514978001801,507000000.0,17000000.0,-26000000.0,15000000.0,17000000.0,0.34,10.0,10.818181818181818,18.318181818181817
1951097,-6.043728220585655,5291000000.0,41000000.0,-21000000.0,43000000.0,41000000.0,0.59,8.0,0.5616897630755476,0.40880643719266874
6819373,18.79587756821631,3205000000.0,73000000.0,-34000000.0,13000000.0,73000000.0,-1.69,3.0,4.765140324963072,6.2008862629246675
4702226,12.048910452198598,1873000000.0,50000000.0,-11000000.0,48000000.0,50000000.0,-0.48,0.0,23.428571428571427,63.607142857142854
2845414,-7.034020356967384,10597000000.0,82000000.0,-4000000.0,44000000.0,80000000.0,0.96,11.0,0.43613298337707784,0.4447360746573345
591910,10.31457485090639,660000000.0,11000000.0,-69000000.0,11000000.0,11000000.0,1.34,5.0,1.168956043956044,0.8021978021978022
